bigquery_key,client_ip,count_rtt,download_flag,download_octets,download_time,id,isp,seattle_blkgrpce10,seattle_council_districts,server_ip,sum_rtt,test_id,timestamp,upload_octets,upload_time
13332064041852599,1204148539,0,false,0,0,7028814,comcast,,,644218989,0,2015/07/03/20150703T07:26:39.658826000Z_c-71-197-217-59.hsd1.wa.comcast.net:62851.c2s_snaplog.gz,1435908408,0,0
103154408748944333,1204148539,874,true,50030656,10315427,7028815,comcast,,,644218989,60811,2015/07/03/20150703T07:26:39.658826000Z_c-71-197-217-59.hsd1.wa.comcast.net:62868.s2c_snaplog.gz,1435908419,50030656,10315427
131387220348223,1180350915,0,false,0,0,7028816,comcast,530330024002,4,3589828709,0,2015/07/02/20150702T19:27:44.368852000Z_mail.landtitleisland.com:58668.c2s_snaplog.gz,1435865275,0,0
10458242105610562235,1180350915,1056,true,25579168,10456346,7028817,comcast,530330024002,4,3589828709,194422,2015/07/02/20150702T19:27:44.368852000Z_mail.landtitleisland.com:58670.s2c_snaplog.gz,1435865287,25579168,10456346
13225817056253279,1093966450,0,false,0,0,7028818,AS8075 Microsoft Corporation,,,71802277,0,2015/07/03/20150703T08:02:32.927874000Z_65.52.154.114:1032.c2s_snaplog.gz,1435910566,0,0
101617784329481560764,1093966450,4329,true,680463872,10097759,7028819,AS8075 Microsoft Corporation,,,71802277,659471,2015/07/03/20150703T08:02:32.927874000Z_65.52.154.114:1032.s2c_snaplog.gz,1435910578,680463872,10097759
13189604056703389,1093966450,0,false,0,0,7028820,AS8075 Microsoft Corporation,,,71802277,0,2015/07/03/20150703T08:00:29.859381000Z_65.52.154.114:1176.c2s_snaplog.gz,1435910439,0,0
102353864454508365772,1093966450,4454,true,738393344,10152036,7028821,AS8075 Microsoft Corporation,,,71802277,680990,2015/07/03/20150703T08:00:29.859381000Z_65.52.154.114:1176.s2c_snaplog.gz,1435910451,738393344,10152036
13328837386944476,410079843,3,false,1264,27764,7028822,wave,,,644218989,57,2015/07/03/20150703T06:14:23.274422000Z_24-113-82-99.wavecable.com:42666.c2s_snaplog.gz,1435904065,1264,27764
10388371190121916159278,410079843,19012,true,683428400,10388363,7028823,wave,,,644218989,614435,2015/07/03/20150703T06:14:23.274422000Z_24-113-82-99.wavecable.com:55488.s2c_snaplog.gz,1435904077,683428400,10388363
10142233129621335757160,410079843,12962,true,658816112,10141752,7028824,wave,,,1072947237,512715,2015/07/03/20150703T06:13:11.162701000Z_24-113-82-99.wavecable.com:39179.s2c_snaplog.gz,1435904004,658816112,10141752
13138526386964629,410079843,3,false,1264,13046,7028825,wave,,,1072947237,40,2015/07/03/20150703T06:13:11.162701000Z_24-113-82-99.wavecable.com:45433.c2s_snaplog.gz,1435903993,1264,13046
13325096050123023,1634802532,0,false,0,0,7028826,centurylink,530330067001,7,644218963,0,2015/07/03/20150703T06:06:43.502813000Z_97-113-27-100.tukw.qwest.net:52032.c2s_snaplog.gz,1435903611,0,0
103558782468246926514,1634802532,2468,true,305594528,10353020,7028827,centurylink,530330067001,7,644218963,101355,2015/07/03/20150703T06:06:43.502813000Z_97-113-27-100.tukw.qwest.net:52047.s2c_snaplog.gz,1435903623,305594528,10353020
13270806386944563,410079843,3,false,1264,20080,7028828,wave,,,2915894040,38,2015/07/03/20150703T06:13:35.59655000Z_24-113-82-99.wavecable.com:43232.c2s_snaplog.gz,1435904017,1264,20080
102728034562456330432,410079843,4562,true,350800560,10269581,7028829,wave,,,2915894040,90856,2015/07/03/20150703T06:13:35.59655000Z_24-113-82-99.wavecable.com:56340.s2c_snaplog.gz,1435904028,350800560,10269581
13171341390104863,410079843,3,false,1264,20027,7028830,wave,,,71802251,42,2015/07/03/20150703T06:13:59.301169000Z_24-113-82-99.wavecable.com:39167.c2s_snaplog.gz,1435904041,1264,20027
10180139228712358172297,410079843,22871,true,834105584,10176772,7028831,wave,,,71802251,820270,2015/07/03/20150703T06:13:59.301169000Z_24-113-82-99.wavecable.com:45646.s2c_snaplog.gz,1435904052,834105584,10176772
13265562058183269,2153405260,0,false,0,0,7028832,"AS22363 Powerhouse Management, Inc.",530330082001,7,2915894040,0,2015/07/02/20150702T20:56:16.115977000Z_128.90.91.76:52563.c2s_snaplog.gz,1435870588,0,0
10492701115221224023881,2153405260,11522,true,211000320,10305941,7028833,"AS22363 Powerhouse Management, Inc.",530330082001,7,2915894040,492989,2015/07/02/20150702T20:56:16.115977000Z_128.90.91.76:52564.s2c_snaplog.gz,1435870600,211000320,10305941
132996860609431,2920615053,0,false,0,0,7028834,centurylink,530330079001,3,644218963,0,2015/07/02/20150702T20:47:31.245177000Z_174-21-12-141.tukw.qwest.net:49908.c2s_snaplog.gz,1435870063,0,0
10363751309433646570,2920615053,3094,true,75004512,10362682,7028835,centurylink,530330079001,3,644218963,295878,2015/07/02/20150702T20:47:31.245177000Z_174-21-12-141.tukw.qwest.net:49909.s2c_snaplog.gz,1435870075,75004512,10362682
133141631463376,3092183370,1,false,0,0,7028927,AS16586 CLEAR WIRELESS LLC,530330095002,3,644218963,619,2015/07/01/20150701T16:41:41.89403000Z_184-78-249-74.war.clearwire-wmx.net:52637.c2s_snaplog.gz,1435768904,0,0
1070804285011851835,3092183370,850,true,19293984,10704909,7028928,AS16586 CLEAR WIRELESS LLC,530330095002,3,644218963,162269,2015/07/01/20150701T16:41:41.89403000Z_184-78-249-74.war.clearwire-wmx.net:52639.s2c_snaplog.gz,1435768917,19293984,10704909
132040383694363,1113033640,3,false,1264,52038,7028929,sprint,,,1072947237,122,2015/07/02/20150702T07:07:29.484670000Z_66-87-139-168.pools.spcsdns.net:12134.c2s_snaplog.gz,1435820852,1264,52038
11682476341034118768,1113033640,3410,true,87680752,11670965,7028930,sprint,,,644218989,2741814,2015/07/02/20150702T07:12:33.554690000Z_66-87-139-168.pools.spcsdns.net:31787.s2c_snaplog.gz,1435821169,87680752,11670965
1330889631990996,1113033640,3,false,1264,90021,7028931,sprint,,,644218989,247,2015/07/02/20150702T07:12:33.554690000Z_66-87-139-168.pools.spcsdns.net:31953.c2s_snaplog.gz,1435821156,1264,90021
10656087334733479047,1113033640,3347,true,90758320,10653880,7028932,sprint,,,2915894027,2753609,2015/07/02/20150702T07:12:07.208736000Z_168-139-87-66.pools.cgn.spcsdns.net:25429.s2c_snaplog.gz,1435821141,90758320,10653880
1324819131741872,1113033640,3,false,1264,66002,7028933,sprint,,,2915894027,134,2015/07/02/20150702T07:12:07.208736000Z_168-139-87-66.pools.cgn.spcsdns.net:31479.c2s_snaplog.gz,1435821129,1264,66002
10407711326432659260,1113033640,3264,true,93124560,10400974,7028934,sprint,,,2915894040,2452909,2015/07/02/20150702T07:08:28.898425000Z_66-87-139-168.pools.spcsdns.net:15659.s2c_snaplog.gz,1435820925,93124560,10400974
132725733394198,1113033640,3,false,1264,60005,7028935,sprint,,,2915894040,154,2015/07/02/20150702T07:08:28.898425000Z_66-87-139-168.pools.spcsdns.net:31136.c2s_snaplog.gz,1435820911,1264,60005
1321122531332667,1113033640,3,false,1264,55926,7028936,sprint,,,1072947224,162,2015/07/02/20150702T07:13:02.554601000Z_66-87-139-168.pools.spcsdns.net:30503.c2s_snaplog.gz,1435821185,1264,55926
111904903847384810745,1113033640,3847,true,109374592,11189842,7028937,sprint,,,1072947224,2573110,2015/07/02/20150702T07:13:02.554601000Z_66-87-139-168.pools.spcsdns.net:8447.s2c_snaplog.gz,1435821197,109374592,11189842
13333389318921046,1113033640,3,false,1264,109986,7028938,sprint,,,644218989,275,2015/07/02/20150702T07:05:53.713505000Z_66-87-139-168.pools.spcsdns.net:4859.c2s_snaplog.gz,1435820756,1264,109986
11502553320632068547,1113033640,3206,true,85266000,11498221,7028939,sprint,,,1072947237,2671977,2015/07/02/20150702T07:07:29.484670000Z_168-139-87-66.pools.cgn.spcsdns.net:24973.s2c_snaplog.gz,1435820866,85266000,11498221
1320505531087545,1113033640,3,false,1264,60011,7028940,sprint,,,1072947237,144,2015/07/02/20150702T07:10:21.204684000Z_66-87-139-168.pools.spcsdns.net:17121.c2s_snaplog.gz,1435821023,1264,60011
11211927273327337692,1113033640,2733,true,75889328,11207435,7028941,sprint,,,1072947237,2504643,2015/07/02/20150702T07:10:21.204684000Z_66-87-139-168.pools.spcsdns.net:8465.s2c_snaplog.gz,1435821036,75889328,11207435
133314553384230,1113033640,3,false,1264,109989,7028942,sprint,,,644218963,275,2015/07/02/20150702T07:08:58.664838000Z_66-87-139-168.pools.spcsdns.net:30505.c2s_snaplog.gz,1435820941,1264,109989
10729157292329239610,1113033640,2923,true,96927664,10728970,7028943,sprint,,,644218963,2054091,2015/07/02/20150702T07:08:58.664838000Z_66-87-139-168.pools.spcsdns.net:7466.s2c_snaplog.gz,1435820955,96927664,10728970
132032443670374,1113033640,3,false,1264,41865,7028944,sprint,,,71802264,159,2015/07/02/20150702T07:06:48.704010000Z_66-87-139-168.pools.spcsdns.net:13393.c2s_snaplog.gz,1435820811,1264,41865
131720073426231,1113033640,3,false,1264,95045,7028945,sprint,,,71802251,164,2015/07/02/20150702T07:07:58.834532000Z_66-87-139-168.pools.spcsdns.net:18135.c2s_snaplog.gz,1435820881,1264,95045
10422224294429459459,1113033640,2944,true,95255664,10419976,7028946,sprint,,,71802251,2095265,2015/07/02/20150702T07:07:58.834532000Z_66-87-139-168.pools.spcsdns.net:26676.s2c_snaplog.gz,1435820895,95255664,10419976
1315825931003503,1113033640,3,false,1264,59986,7028947,sprint,,,71802251,137,2015/07/02/20150702T07:10:49.264038000Z_168-139-87-66.pools.cgn.spcsdns.net:25703.c2s_snaplog.gz,1435821051,1264,59986
10535122339833989497,1113033640,3398,true,95687616,10535053,7028948,sprint,,,71802251,2523285,2015/07/02/20150702T07:13:30.884108000Z_66-87-139-168.pools.spcsdns.net:18132.s2c_snaplog.gz,1435821226,95687616,10535053
1314670231845924,1113033640,3,false,1264,59985,7028949,sprint,,,71802251,125,2015/07/02/20150702T07:13:30.884108000Z_66-87-139-168.pools.spcsdns.net:19897.c2s_snaplog.gz,1435821213,1264,59985
139235641525467,1659749557,1,false,0,0,7028950,comcast,,,1728768267,199,2015/07/05/20150705T02:59:23.33547000Z_c-98-237-196-181.hsd1.wa.comcast.net:49225.c2s_snaplog.gz,1436065167,0,0
134651711504440,1659749557,1,false,0,0,7028951,comcast,,,1728768267,200,2015/07/05/20150705T02:59:50.369287000Z_c-98-237-196-181.hsd1.wa.comcast.net:49240.c2s_snaplog.gz,1436065194,0,0
108864373262375515502,1659749557,3262,true,169661440,10881420,7028952,comcast,,,1728768267,679490,2015/07/05/20150705T02:59:50.369287000Z_c-98-237-196-181.hsd1.wa.comcast.net:49244.s2c_snaplog.gz,1436065206,169661440,10881420
13339541025411470,1757977091,0,false,0,0,7028953,AS46562 Total Server Solutions L.L.C.,530330109001,2,2915894027,0,2015/07/03/20150703T11:42:38.731739000Z_104.200.154.3:59014.c2s_snaplog.gz,1435923771,0,0
102566094975691102,1757977091,497,true,11464960,10230199,7028954,AS46562 Total Server Solutions L.L.C.,530330109001,2,2915894027,48948,2015/07/03/20150703T11:42:38.731739000Z_104.200.154.3:59016.s2c_snaplog.gz,1435923783,11464960,10230199
13328153157293805,1136087062,1,false,0,0,7028955,comcast,530330116006,1,644218963,21,2015/07/04/20150704T08:50:28.418500000Z_c-67-183-80-22.hsd1.wa.comcast.net:59738.c2s_snaplog.gz,1435999830,0,0
103951754310531516597,1136087062,4310,true,190786688,10377256,7028956,comcast,530330116006,1,644218963,134886,2015/07/04/20150704T08:50:28.418500000Z_c-67-183-80-22.hsd1.wa.comcast.net:59746.s2c_snaplog.gz,1435999842,190786688,10377256
1330468701080682,847535076,0,false,0,0,7028957,comcast,530330046001,,644218963,0,2015/07/02/20150702T02:28:17.690102000Z_c-50-132-91-228.hsd1.wa.comcast.net:61882.c2s_snaplog.gz,1435804114,0,0
10921192135180462,847535076,135,true,5058048,10891610,7028958,comcast,530330046001,,644218963,60013,2015/07/02/20150702T02:28:17.690102000Z_c-50-132-91-228.hsd1.wa.comcast.net:61900.s2c_snaplog.gz,1435804127,5058048,10891610
12731168153112937,1659390633,1,false,0,0,7028959,comcast,,,644218963,24,2015/07/04/20150704T11:57:54.360493000Z_c-98-232-74-169.hsd1.wa.comcast.net:49800.c2s_snaplog.gz,1436011076,0,0
103264831247181122489,1659390633,1247,true,259507136,10321381,7028960,comcast,,,644218963,33422,2015/07/04/20150704T11:57:54.360493000Z_c-98-232-74-169.hsd1.wa.comcast.net:49806.s2c_snaplog.gz,1436011087,259507136,10321381
104729225298811442,855166273,529,true,15029952,10463356,7028961,comcast,530330079001,3,3238071499,160305,2015/07/04/20150704T12:05:36.627677000Z_50-248-205-65-static.hfc.comcastbusiness.net:22643.s2c_snaplog.gz,1436011562,15029952,10463356
13337605019171253,855166273,0,false,0,0,7028962,comcast,530330079001,3,3238071499,0,2015/07/04/20150704T12:05:36.627677000Z_50-248-205-65-static.hfc.comcastbusiness.net:37927.c2s_snaplog.gz,1436011550,0,0
1325550601010610,3092162812,0,false,0,0,7028963,AS16586 CLEAR WIRELESS LLC,530330031003,6,2915894027,0,2015/07/02/20150702T18:22:50.16029000Z_184-78-168-252.war.clearwire-wmx.net:50644.c2s_snaplog.gz,1435861379,0,0
102305227999623902,3092162812,799,true,41395584,10170629,7028964,AS16586 CLEAR WIRELESS LLC,530330031003,6,2915894027,163217,2015/07/02/20150702T18:22:50.16029000Z_184-78-168-252.war.clearwire-wmx.net:50650.s2c_snaplog.gz,1435861390,41395584,10170629
13129120343502303,1659759530,3,false,1264,26553,7028965,comcast,530330082001,7,1072947224,43,2015/07/02/20150702T02:42:25.218460000Z_c-98-237-235-170.hsd1.wa.comcast.net:50536.c2s_snaplog.gz,1435804947,1264,26553
101488181176142417156,1659759530,1176,true,196778608,10139274,7028966,comcast,530330082001,7,1072947224,77919,2015/07/02/20150702T02:42:25.218460000Z_c-98-237-235-170.hsd1.wa.comcast.net:50537.s2c_snaplog.gz,1435804958,196778608,10139274
13342731387275965,1659759530,3,false,1264,16059,7028967,comcast,530330082001,7,644218977,37,2015/07/02/20150702T02:41:35.839854000Z_c-98-237-235-170.hsd1.wa.comcast.net:50526.c2s_snaplog.gz,1435804898,1264,16059
103432831139150915926,1659759530,1139,true,183519088,10339373,7028968,comcast,530330082001,7,644218977,59985,2015/07/02/20150702T02:41:35.839854000Z_c-98-237-235-170.hsd1.wa.comcast.net:50528.s2c_snaplog.gz,1435804910,183519088,10339373
13178709399435601,1659759530,3,false,1264,14509,7028969,comcast,530330082001,7,71802264,31,2015/07/02/20150702T02:41:11.816975000Z_c-98-237-235-170.hsd1.wa.comcast.net:50523.c2s_snaplog.gz,1435804874,1264,14509
103160341175160416345,1659759530,1175,true,187904368,10263726,7028970,comcast,530330082001,7,71802264,58994,2015/07/02/20150702T02:41:11.816975000Z_c-98-237-235-170.hsd1.wa.comcast.net:50524.s2c_snaplog.gz,1435804885,187904368,10263726
13265379379664949,1659759530,3,false,1264,65666,7028971,comcast,530330082001,7,2915894040,181,2015/07/02/20150702T02:42:00.588706000Z_c-98-237-235-170.hsd1.wa.comcast.net:50530.c2s_snaplog.gz,1435804923,1264,65666
10413031106175305,1659759530,106,true,3082608,10360749,7028972,comcast,530330082001,7,2915894040,8116,2015/07/02/20150702T02:42:00.588706000Z_c-98-237-235-170.hsd1.wa.comcast.net:50533.s2c_snaplog.gz,1435804934,3082608,10360749
141201881268185,1659749557,1,false,0,0,7028973,comcast,,,1728768267,176,2015/07/05/20150705T06:20:10.69840000Z_c-98-237-196-181.hsd1.wa.comcast.net:49374.c2s_snaplog.gz,1436077214,0,0
10943627264391543,1659749557,264,true,5670912,10941692,7028974,comcast,,,1728768267,73751,2015/07/05/20150705T06:20:10.69840000Z_c-98-237-196-181.hsd1.wa.comcast.net:49375.s2c_snaplog.gz,1436077227,5670912,10941692
13237982052653218,403924235,0,false,0,0,7028983,comcast,,,1072947211,0,2015/07/02/20150702T18:41:00.99673000Z_c-24-19-101-11.hsd1.wa.comcast.net:50436.c2s_snaplog.gz,1435862468,0,0
10158135243552435550180,403924235,24355,true,584422272,10156270,7028984,comcast,,,1072947211,711644,2015/07/02/20150702T18:41:00.99673000Z_c-24-19-101-11.hsd1.wa.comcast.net:50437.s2c_snaplog.gz,1435862479,584422272,10156270
13125459017711093,1634802532,0,false,0,0,7028985,centurylink,530330067001,7,1072947224,0,2015/07/03/20150703T05:19:31.264194000Z_97-113-27-100.tukw.qwest.net:54062.c2s_snaplog.gz,1435900783,0,0
113390765647472305,1634802532,564,true,25808768,11234262,7028986,centurylink,530330067001,7,1072947224,13505,2015/07/03/20150703T05:19:31.264194000Z_97-113-27-100.tukw.qwest.net:54067.s2c_snaplog.gz,1435900795,25808768,11234262
10630412323651546,1757977145,3,false,1264,71912,7028987,AS46562 Total Server Solutions L.L.C.,530330109001,2,71802277,200,2015/07/03/20150703T05:24:39.601638000Z_104.200.154.57:53602.c2s_snaplog.gz,1435901082,1264,71912
13161655020981355,1634802532,0,false,0,0,7028988,centurylink,530330067001,7,1072947211,0,2015/07/03/20150703T05:20:40.932905000Z_97-113-27-100.tukw.qwest.net:54136.c2s_snaplog.gz,1435900850,0,0
101319563924831731,1634802532,392,true,19501184,10122765,7028989,centurylink,530330067001,7,1072947211,16959,2015/07/03/20150703T05:20:40.932905000Z_97-113-27-100.tukw.qwest.net:54165.s2c_snaplog.gz,1435900862,19501184,10122765
13192980321831304,1757977145,3,false,1264,114329,7028990,AS46562 Total Server Solutions L.L.C.,530330109001,2,2915894027,347,2015/07/03/20150703T05:25:56.565693000Z_104.200.154.57:53614.c2s_snaplog.gz,1435901159,1264,114329
10446675133258284,1757977145,133,true,2843440,10362692,7028991,AS46562 Total Server Solutions L.L.C.,530330109001,2,2915894027,16893,2015/07/03/20150703T05:25:56.565693000Z_104.200.154.57:53615.s2c_snaplog.gz,1435901171,2843440,10362692
13138207029711878,1247694170,0,false,0,0,7028992,comcast,530330093003,2,1072947237,0,2015/07/03/20150703T05:29:09.442680000Z_74-94-177-90-NewEngland.hfc.comcastbusiness.net:3430.c2s_snaplog.gz,1435901357,0,0
101513665783611813443,1247694170,5783,true,156012928,10145976,7028993,comcast,530330093003,2,1072947237,202219,2015/07/03/20150703T05:29:09.442680000Z_74-94-177-90-NewEngland.hfc.comcastbusiness.net:3456.s2c_snaplog.gz,1435901368,156012928,10145976
127562471565451,2920676253,1,false,0,0,7028994,centurylink,530330081002,7,644218963,58,2015/07/03/20150703T05:29:49.833082000Z_174-21-251-157.tukw.qwest.net:54942.c2s_snaplog.gz,1435901392,0,0
10373721210624869434,2920676253,2106,true,107177216,10369238,7028995,centurylink,530330081002,7,644218963,158209,2015/07/03/20150703T05:29:49.833082000Z_174-21-251-157.tukw.qwest.net:54944.s2c_snaplog.gz,1435901403,107177216,10369238
13395261343512886,1757977145,3,false,1264,76373,7028996,AS46562 Total Server Solutions L.L.C.,530330109001,2,644218977,207,2015/07/03/20150703T05:26:47.578316000Z_104.200.154.57:53621.c2s_snaplog.gz,1435901210,1264,76373
10459796345600696,1757977145,345,true,7140592,10392223,7028997,AS46562 Total Server Solutions L.L.C.,530330109001,2,644218977,25820,2015/07/03/20150703T05:26:47.578316000Z_104.200.154.57:53622.s2c_snaplog.gz,1435901223,7140592,10392223
12494700180005223,847765971,1,false,0,0,7028998,comcast,,,644218963,23,2015/07/03/20150703T05:21:44.741625000Z_c-50-135-225-211.hsd1.wa.comcast.net:53566.c2s_snaplog.gz,1435900907,0,0
10447269103914894356,847765971,1039,true,49612608,10445385,7028999,comcast,,,644218963,22056,2015/07/03/20150703T05:21:44.741625000Z_c-50-135-225-211.hsd1.wa.comcast.net:53571.s2c_snaplog.gz,1435900917,49612608,10445385
13169260025961665,1634802532,0,false,0,0,7029000,centurylink,530330067001,7,1072947224,0,2015/07/03/20150703T05:18:42.906509000Z_97-113-27-100.tukw.qwest.net:54029.c2s_snaplog.gz,1435900732,0,0
1021197588126258,1634802532,88,true,2730144,9956060,7029001,centurylink,530330067001,7,1072947224,12277,2015/07/03/20150703T05:18:42.906509000Z_97-113-27-100.tukw.qwest.net:54040.s2c_snaplog.gz,1435900744,2730144,9956060
13159932343262417,1757977145,3,false,1264,75414,7029002,AS46562 Total Server Solutions L.L.C.,530330109001,2,71802277,198,2015/07/03/20150703T05:26:22.304335000Z_104.200.154.57:53617.c2s_snaplog.gz,1435901185,1264,75414
10251850233433493,1757977145,233,true,4969648,10185271,7029003,AS46562 Total Server Solutions L.L.C.,530330109001,2,71802277,17593,2015/07/03/20150703T05:26:22.304335000Z_104.200.154.57:53619.s2c_snaplog.gz,1435901196,4969648,10185271
13186248030151839,1247694170,0,false,0,0,7029004,comcast,530330093003,2,71802251,0,2015/07/03/20150703T05:27:48.446782000Z_74-94-177-90-NewEngland.hfc.comcastbusiness.net:3304.c2s_snaplog.gz,1435901281,0,0
102390616140649114280,1247694170,6140,true,165983776,10235603,7029005,comcast,530330093003,2,71802251,213886,2015/07/03/20150703T05:27:48.446782000Z_74-94-177-90-NewEngland.hfc.comcastbusiness.net:3322.s2c_snaplog.gz,1435901292,165983776,10235603
13317567330882132,1757977145,3,false,1264,125207,7029006,AS46562 Total Server Solutions L.L.C.,530330109001,2,2915894040,345,2015/07/03/20150703T05:24:13.462362000Z_104.200.154.57:53599.c2s_snaplog.gz,1435901056,1264,125207
10464014105219242,1757977145,105,true,2303728,10367005,7029007,AS46562 Total Server Solutions L.L.C.,530330109001,2,2915894040,14272,2015/07/03/20150703T05:24:13.462362000Z_104.200.154.57:53600.s2c_snaplog.gz,1435901068,2303728,10367005
13196348033092031,1634802532,0,false,0,0,7029008,centurylink,530330067001,7,71802277,0,2015/07/03/20150703T05:23:45.135387000Z_97-113-27-100.tukw.qwest.net:54250.c2s_snaplog.gz,1435901034,0,0
